branch_key,name,address,city,state,zip,country,latitude,longitude,phone,hours_mon_fri,hours_sat_sun,time_zone,products,detail_url
492,Topeka Branch- Heartland,218 Se Branner St,Topeka,KS,66607-1886,UNITED STATES,39.053712670513406,-95.65798351,(785) 233-7406,7:00 AM - 4:30 PM,,America/Chicago,Residential roofing; Siding; Metal roofing; Commercial roofing,
986,Wichita Branch,2037 S. Southwest Blvd.,Wichita,KS,67213,UNITED STATES,37.6558326,-97.3851121,(316) 945-9444,7:30 AM - 4:30 PM,,America/Chicago,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/KS/Wichita/Wichita-KS-67213/986
488,Wichita Branch- Mw,2822 N. Mead Street,Wichita,KS,67219-4241,UNITED STATES,37.734461932016636,-97.32785571,(316) 944-3999,7:30 AM - 4:30 PM,,America/Chicago,Commercial roofing; Residential roofing; Siding; Metal roofing,https://locations.qxo.com/KS/Wichita/Wichita-KS-67219-488
290,Florence Branch,8905 Empire Connector Drive,Florence,KY,41042-2993,UNITED STATES,38.9685325,-84.6303352,(859) 955-7010,6:30 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/KY/Florence/Florence-KY-41042/290
255,LOUISVILLE BRANCH,620 INDUSTRY RD.,LOUISVILLE,KY,40208,UNITED STATES,38.2195965,-85.7741297,(502) 636-2581,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/KY/Louisville/Louisville-KY-40208/255
258,Lexington Branch,809 Enterprise Dr,Lexington,KY,40510,UNITED STATES,38.0626805,-84.5575159,(859) 559-0177,6:30 AM - 4:30 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/KY/Lexington/Lexington-KY-40510/258
257,Louisville Branch,4400 Poplar Level Road,Louisville,KY,40213,UNITED STATES,38.190592,-85.706923,(502) 635-6059,7:00 AM - 4:30 PM,,America/New_York,Commercial roofing; Residential roofing; Metal roofing; Siding,https://locations.qxo.com/KY/Louisville/Louisville-KY-40213/257
256,Louisville Branch,1100 Ulrich Ave.,Louisville,KY,40219,UNITED STATES,38.157863,-85.7037361,(502) 969-5115,7:30 AM - 4:00 PM,,America/New_York,Siding; Residential roofing; Commercial roofing,https://locations.qxo.com/KY/Louisville/Louisville-KY-40219/256
832,Baton Rouge Branch,7650 East Industrial Avenue,Baton Rouge,LA,70806-1420,UNITED STATES,30.472304009812813,-91.11178328,(225) 424-1040,7:00 AM - 4:00 PM,,America/Chicago,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/LA/Rouge/Baton/Baton-Rouge-LA-70806-832
834,Shreveport Branch,4275 Meadow Ln.,Bossier City,LA,71111,UNITED STATES,32.5361077,-93.678917,(318) 674-8780,7:00 AM - 4:00 PM,,America/Chicago,,https://locations.qxo.com/LA/Bossier-City/Bossier-City-LA-71111/834
617,LAFAYETTE CAMERON ST BRN,3004 CAMERON ST.,LAFAYETTE,LA,70506,UNITED STATES,30.2330486,-92.0506669,(337) 233-6169,7:00 AM - 4:00 PM,,America/Chicago,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/LA/Lafayette/Lafayette-LA-70506/617
616,Madisonville Branch,265 Hwy 1085,Madisonville,LA,70447,UNITED STATES,30.4660428,-90.1968271,(985) 875-0837,7:00 AM - 4:00 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing,https://locations.qxo.com/LA/Madisonville/Madisonville-LA-70447/616
615,New Orleans Branch,800 Edwards Avenue,New Orleans,LA,70123-3123,UNITED STATES,29.9529372,-90.192962,(504) 455-6161,7:00 AM - 4:00 PM,,America/Chicago,,https://locations.qxo.com/LA/New-Orleans/New-Orleans-LA-70123/615
831,New Orleans Branch,800 Edwards Avenue,New Orleans,LA,70123-3123,UNITED STATES,29.9529372,-90.192962,(504) 455-6161,7:30 AM - 4:00 PM,,America/Chicago,,https://locations.qxo.com/LA/New-Orleans/New-Orleans-LA-70123/831
618,Prairieville Branch,18235 Swamp Road,Prairieville,LA,70769,UNITED STATES,30.3238205,-90.996908,(225) 744-2999,7:00 AM - 4:00 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing,https://locations.qxo.com/LA/Prairieville/Prairieville-LA-70769/618
833,West Monroe Branch,1500 Old Natchitoches Road,West Monroe,LA,71292-9468,UNITED STATES,32.495659,-92.1443339,(318) 323-4486,7:00 AM - 3:30 PM,,America/Chicago,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/LA/West-Monroe/West-Monroe-LA-71292/833
1051,Attleboro Branch,6 Howard Ireland Drive,Attleboro,MA,02703-4612,UNITED STATES,41.92212154821293,-71.32427989,(508) 342-5651,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MA/Attleboro/Attleboro-MA-02703-1051
718,Boston  - Waterproofing,12 Allerton St,Boston,MA,02119-2902,UNITED STATES,42.33037163758193,-71.07152963,(617) 427-2000,6:00 AM - 4:00 PM,,America/New_York,Waterproofing,
16,South Boston Branch,180 West First Street,Boston,MA,02127,UNITED STATES,42.3422512,-71.0508262,(617) 269-1230,6:30 AM - 3:45 PM,,America/New_York,Commercial roofing; Siding; Residential roofing; Metal roofing,https://locations.qxo.com/MA/Boston/Boston-MA-02127
13,Chicopee Branch,60 Haynes Circle,Chicopee,MA,01020,UNITED STATES,42.1632111,-72.5568064,(413) 612-2060,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/MA/Chicopee/Chicopee-MA-01020/13
4,Easton,530 Turnpike Street,Easton,MA,2375,UNITED STATES,42.00766057,-71.06528172,(508) 580-8802,7:00 PM - 4:00 PM,,America/New_York,,https://locations.qxo.com/MA/West-Bridgewater/West-Bridgewater-MA-02379/4
12,Lowell Branch,5 Foundry Industrial Park,Lowell,MA,01852-5129,UNITED STATES,42.6235871,-71.3151675,(978) 452-1392,7:00 AM - 4:30 PM,,America/New_York,Commercial roofing; Residential roofing; Siding; Metal roofing,https://locations.qxo.com/MA/Lowell/Lowell-MA-01852/12
1,Malden Branch,197 Commercial St.,Malden,MA,02148-6708,UNITED STATES,42.4204345,-71.0760546,(617) 666-2800,7:00 AM - 3:30 PM,,America/New_York,Commercial roofing; Residential roofing; Siding; Metal roofing,https://locations.qxo.com/MA/Malden/Malden-MA-01248-1
1680,Medford - Waterproofing,300 Mystic Avenue,Medford,MA,02155-6305,UNITED STATES,42.40531406045652,-71.10013559,(617) 242-2525,6:00 AM - 4:00 PM,,America/New_York,Waterproofing,
10,New Bedford Branch,25 Nauset Street,New Bedford,MA,02746,UNITED STATES,41.662629,-70.9385653,(508) 979-1055,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/MA/New-Bedford/New-Bedford-MA-02746/10
11,Peabody Branch,1 Lakeland Park Drive,Peabody,MA,01960-3835,UNITED STATES,42.5340148,-70.9876505,(978) 535-7291,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,
15,Rockland Branch,14 Longwater Drive,Rockland,MA,02370,UNITED STATES,42.1636917,-70.8898924,(781) 421-6444,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/MA/Rockland/Rockland-MA-02370/15
7,West Barnstable Branch,96 Lombard Ave.,West Barnstable,MA,02668,UNITED STATES,41.707709,-70.377853,(508) 362-7109,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MA/West-Barnstable/West-Barnstable-MA-02668/7
19,Coastal Metal Service,393 Manley St.,West Bridgewater,MA,02379,UNITED STATES,42.03959181,-71.05571276,(508) 580-8436,,,America/New_York,,
1054,Westwood Branch - Ryan,190 University Ave,Westwood,MA,02090,UNITED STATES,42.20492061,-71.15205048,(781) 329-4849,7:00 AM - 4:00 PM,,America/New_York,,
23,Woburn Branch,41 Atlantic Ave,Woburn,MA,01801-1095,UNITED STATES,42.5176373,-71.141231,(781) 935-2038,7:00 AM - 4:00 PM,,America/New_York,Siding; Residential roofing; Commercial roofing; Metal roofing,
2,Worcester Branch,120 Prescott Street,Worcester,MA,01605,UNITED STATES,42.2782787,-71.7993622,(508) 753-2943,7:00 AM - 4:00 PM,,America/New_York,Commercial roofing; Residential roofing; Siding; Metal roofing,https://locations.qxo.com/MA/Worcester/Worcester-MA-01605/2
511,Aberdeen Branch,1042 Hardees Drive,Aberdeen,MD,21001,UNITED STATES,39.4903537,-76.2002442,(443) 303-3210,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MD/Aberdeen/Aberdeen-MD-21001/511
531,Annapolis North Branch,1978 Moreland Pkwy,Annapolis,MD,21401-3128,UNITED STATES,38.9846027,-76.5252491,(410) 268-5090,7:00 AM - 4:00 PM,,America/New_York,Siding; Residential roofing; Commercial roofing; Metal roofing,https://locations.qxo.com/MD/Annapolis/Annapolis-MD-21401/531
513,Annapolis South Branch,1804 West Street,Annapolis,MD,21401,UNITED STATES,38.9808535,-76.5226295,(410) 280-9110,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MD/Annapolis/Annapolis-MD-21401/513
501,BETHESDA BRANCH,5244 RIVER ROAD,BETHESDA,MD,20816,UNITED STATES,38.9652594,-77.1051426,(301) 656-9231,6:30 AM - 3:30 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/MD/Bethesda/Bethesda-MD-20816/501
507,Western Avenue Branch,1321 Western Avenue,Baltimore,MD,21230,UNITED STATES,39.2714664,-76.6423042,(410) 636-7932,7:00 AM - 4:00 PM,,America/New_York,,https://locations.qxo.com/MD/Baltimore/Baltimore-MD-21230/507
529,North Point Branch,501 N North Point Rd,Baltimore,MD,21237-1230,UNITED STATES,39.2925153,-76.5182996,(410) 325-7915,6:30 AM - 4:00 PM,,America/New_York,,https://locations.qxo.com/MD/Baltimore/Baltimore-MD-21237/529/Commercial-Products
508,Golden Ring Branch,8999 Yellow Brick Road,Baltimore,MD,21237,UNITED STATES,39.3408494,-76.4752489,(410) 238-0100,7:00 AM - 4:00 PM,,America/New_York,Siding; Residential roofing; Commercial roofing; Metal roofing,https://locations.qxo.com/MD/Baltimore/Baltimore-MD-21236/508
503,Brentwood Branch,4600 Rhode Island Avenue,Brentwood,MD,20722,UNITED STATES,38.9449361,-76.9483272,(301) 779-4242,7:00 AM - 3:30 PM,,America/New_York,Commercial roofing; Residential roofing; Siding; Metal roofing,https://locations.qxo.com/MD/North-Brentwood/North-Brentwood-MD-20722/503
509,Columbia Branch,7075 Oakland Mills Rd,Columbia,MD,21046,UNITED STATES,39.1762019,-76.8277359,(410) 290-8810,7:00 AM - 4:00 PM,,America/New_York,Siding; Residential roofing,https://locations.becn.com/MD/Columbia/Columbia-MD-21046/509
532,Easton Branch,8945 Glebe Park Dr,Easton,MD,21601-7005,UNITED STATES,38.7936605,-76.0702725,(410) 822-8222,7:00 AM - 4:00 PM,,America/New_York,Siding; Residential roofing; Commercial roofing; Metal roofing,https://locations.qxo.com/MD/Easton/Easton-MD-21601/532
506,FREDERICK BRANCH,5752 INDUSTRY LANE,FREDERICK,MD,21704,UNITED STATES,39.394368,-77.4186481,(301) 698-9765,7:00 AM - 3:30 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MD/Frederick/Frederick-MD-21704/506
1683,Baltimore - Waterproofing,1041 West Nursery Rd,Linthicum,MD,21090-1202,UNITED STATES,39.222471541209345,-76.66944703,(410) 403-0076,6:00 AM - 4:30 PM,,America/New_York,Waterproofing,
528,Derwood Branch,128 Derwood Cir,Rockville,MD,20850-1264,UNITED STATES,39.104754,-77.154075,(301) 294-4611,7:00 AM - 4:00 PM,,America/New_York,Siding; Residential roofing; Metal roofing; Commercial roofing,https://locations.qxo.com/MD/Rockville/Rockville-MD-20850-1264/528
502,Rockville Branch,30 Southlawn Court,Rockville,MD,20850,UNITED STATES,39.1032425,-77.1308092,(301) 948-6066,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MD/Rockville/Rockville-MD-20850/502
512,Salisbury Branch,505 Marvel Road,Salisbury,MD,21801,UNITED STATES,38.4013775,-75.5842515,(410) 860-2800,7:00 AM - 4:00 PM,,America/New_York,Siding; Residential roofing; Commercial roofing; Metal roofing,https://locations.qxo.com/MD/Salisbury/Salisbury-MD-21801/512
526,Westminster Branch,344 Manchester Rd.,Westminster,MD,21157-3898,UNITED STATES,39.5826769,-76.982962,(410) 386-1128,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MD/Westminster/Westminster-MD-21157/526
510,White Plains Branch,10510 Middleport Lane,White Plains,MD,20695,UNITED STATES,38.590619,-76.94528,(301) 374-9319,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MD/White-Plains/White-Plains-MD-20695/510
523,Williamsport Branch,9912 A Governor Lane Blvd.,Williamsport,MD,21795,UNITED STATES,39.5860642,-77.8120316,(301) 223-4255,7:00 AM - 3:30 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/MD/Williamsport/Williamsport-MD-21795/523
3,Auburn Branch,80 Kittyhawk Avenue,Auburn,ME,04210,UNITED STATES,44.046955,-70.2947809,(207) 784-1525,7:00 AM - 3:30 PM,,America/New_York,Commercial roofing; Residential roofing; Siding; Metal roofing,https://locations.qxo.com/ME/Auburn/Auburn-ME-04210/3
34,Augusta Branch,55 Industrial Drive,Augusta,ME,04330,UNITED STATES,44.3560925,-69.803717,(207) 622-2224,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Metal roofing; Commercial roofing,https://locations.qxo.com/ME/Augusta/Augusta-ME-04330/34
35,Bangor Branch,35 Godsoe Road,Bangor,ME,04401,UNITED STATES,44.7840664,-68.7892395,(207) 947-8112,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Metal roofing; Commercial roofing,https://locations.qxo.com/ME/Bangor/Bangor-ME-04401/35
31,Portland Branch,400 Warren Avenue,Portland,ME,04103,UNITED STATES,43.6866325,-70.3146873,(207) 797-7950,7:00 AM - 4:00 PM,,America/New_York,Siding; Residential roofing; Metal roofing; Commercial roofing,https://locations.qxo.com/ME/Portland/Portland-ME-04103/31
295,Flint Branch,2097 Utley Road,Flint,MI,48532-4830,UNITED STATES,42.9995177,-83.747344,(800) 921-2263,7:30 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MI/Flint/Flint-MI-48532/295
235,Fraser Branch,32800 Groesbeck Hwy,Fraser,MI,48026-3129,UNITED STATES,42.5371517,-82.9357866,(586) 296-6500,7:30 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MI/Fraser/Fraser-MI-48026/235
359,Grand Haven Branch,14064 172Nd Ave.,Grand Haven,MI,49417-9431,UNITED STATES,43.02364227617158,-86.21326802,(616) 612-5724,7:30 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing,https://locations.qxo.com/MI/Grand-Haven/Grand-Haven-MI-49417-359
286,Howell Branch,1031 N. Old Us 23,Howell,MI,48843-9573,UNITED STATES,42.6186207,-83.7503687,(810) 632-2900,7:30 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Metal roofing; Commercial roofing,https://locations.qxo.com/MI/Howell/Howell-MI-48855/286
287,Lansing Branch,4615 West Grand River Ave,Lansing,MI,48906-9140,UNITED STATES,42.768698,-84.592681,(517) 323-2323,7:30 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MI/Lansing/Lansing-MI-48906/287
289,Portage Branch,7475 S. Sprinkle Rd.,Portage,MI,49002-9436,UNITED STATES,42.2090119,-85.539535,(269) 327-5600,7:30 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MI/Portage/Portage-MI-49002/289
285,Rochester Hills Branch,2230 Avon Industrial Drive,Rochester Hills,MI,48309-3614,UNITED STATES,42.6480731,-83.1754514,(877) 320-2263,7:30 AM - 4:00 PM,,America/New_York,Commercial roofing; Residential roofing; Siding; Metal roofing,https://locations.qxo.com/MI/Rochester-Hills/Rochester-Hills-MI-48309/285
476,Saginaw Branch,2840 Bay Road,Saginaw,MI,48603-3311,UNITED STATES,43.44765137696664,-83.97396097,(989) 930-0525,7:30 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MI/Saginaw/Saginaw-MI-48603-476
233,Taylor Branch,22900 Ecorse Rd,Taylor,MI,48180-1864,UNITED STATES,42.2565755,-83.2576677,(313) 291-5900,7:30 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MI/Taylor/Taylor-MI-48180/233
228,Grand Rapids Branch,3718 Buchanan Avenue Sw,Wyoming,MI,49548-3106,UNITED STATES,42.8962179,-85.6696577,(616) 452-8749,7:30 AM - 4:00 PM,,America/New_York,Commercial roofing; Residential roofing; Siding; Metal roofing,https://locations.qxo.com/MI/Wyoming/Wyoming-MI-49548/228
229,YPSILANTI BRANCH,5290 W MICHIGAN AVE,YPSILANTI,MI,48197-4999,UNITED STATES,42.2120479,-83.6748589,(734) 434-0830,7:30 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MI/Ypsilanti/Ypsilanti-MI-48197/229
246,Burnsville Branch,701 Ladybird Lane W Suite 100,Burnsville,MN,55337,UNITED STATES,44.77978,-93.28938,(651) 461-0213,8:00 AM - 4:00 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MN/Burnsville/Burnsville-MN-55337-246
829,Duluth Branch,3112 Truck Center Dr,Duluth,MN,55806-1754,UNITED STATES,46.757734,-92.139497,(218) 628-0717,8:00 AM-4:00 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MN/Duluth/Duluth-MN-55806/829
693,Plymouth Branch,9800 13Th Avenue North,Plymouth,MN,55441-5032,UNITED STATES,44.9951268,-93.4024084,(763) 545-1273,8:00 AM-4:00 PM,,America/Chicago,Commercial roofing; Residential roofing; Siding; Metal roofing,https://locations.qxo.com/MN/Plymouth/Plymouth-MN-55441/693
695,"Rochester, Mn Branch",1081 Pendant Lane Nw,Rochester,MN,55901-6772,UNITED STATES,44.0373687,-92.5257507,(507) 282-3909,8:00 AM - 4:00 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MN/Rochester/Rochester-MN-55901/695
694,ST. PAUL BRANCH,165 WEST SYCAMORE STREET,SAINT PAUL,MN,55117-5418,UNITED STATES,44.9650899,-93.1078659,(651) 227-8731,8:00 AM-4:00 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MN/St-Paul/St-Paul-MN-55117/694
827,St Cloud Branch,777 Anderson Ave,Saint Cloud,MN,56303-2048,UNITED STATES,45.567616,-94.2222538,(320) 255-5374,7:00 AM - 4:00 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MN/Saint-Cloud/Saint-Cloud-MN-56303/827
1927,Spring Lake Park Branch,8329 Central Ave Ne,Spring Lake Park,MN,55432-1325,UNITED STATES,45.11943958567705,-93.23617609,(612) 293-2002,8:00 AM-4:00 PM,,America/Chicago,Residential roofing; Siding; Metal roofing; Commercial roofing,https://locations.qxo.com/MN/Spring-Lake-Park/Spring-Lake-Park-MN-55432-1927
1926,Arnold Branch,605 E. Outer 21 Rd.,Arnold,MO,63010-4654,UNITED STATES,38.46057243,-90.42713108,(636) 333-1119,,,America/Chicago,Residential roofing; Siding; Commercial roofing,https://locations.qxo.com/MO/Arnold/Arnold-MO-63010-1926
944,JEFFERSON CITY BRANCH,3208 ROUTE C,JEFFERSON CITY,MO,65109,UNITED STATES,38.547488,-92.241648,(573) 636-7663,7:00 AM - 4:30 PM,,America/Chicago,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/MO/Jefferson-city/Jefferson-city--MO-65109/944
995,Joplin Branch,727 South Schifferdecker Rd.,Joplin,MO,64801,UNITED STATES,37.0828535,-94.5479771,(417) 781-6622,7:00 AM - 4:30 PM,,America/Chicago,Residential roofing; Commercial roofing; Siding,https://locations.qxo.com/MO/Joplin/Joplin-MO-64801/995
947,Kansas City Mo Brn,1800 E 103Rd St,Kansas City,MO,64131-3413,UNITED STATES,38.9410421,-94.5681839,(816) 412-9990,7:00 AM - 4:30 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MO/Kansas-City/Kansas-City-MO-64131/947
943,Lee's Summit Branch,951 S.E. Oldham Parkway,Lee'S Summit,MO,64081,UNITED STATES,38.9017017,-94.3563925,(816) 246-7663,7:30 AM - 4:00 PM,,America/Chicago,Residential roofing; Siding; Metal roofing; Commercial roofing,https://locations.qxo.com/MO/Lees-Summit/Lees-Summit-MO-64081/943
939,O'Fallon Branch,1285 W Terra Ln,O'Fallon,MO,63366-2316,UNITED STATES,38.80728,-90.736993,(636) 474-2710,7:00 AM - 4:30 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/MO/O-Fallon/O-Fallon-MO-63366/939
486,ST JOSEPH BRANCH- MW,5002 SE HIGHWAY 169,ST JOSEPH,MO,64507-9602,UNITED STATES,39.72026700663742,-94.77638541,(816) 364-1670,7:30 AM - 4:30 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,
987,Springfield Branch,3149 S. Scenic Ave.,Springfield,MO,65807,UNITED STATES,37.1573923,-93.3329497,(417) 823-8727,7:30 AM - 4:30 PM,,America/Chicago,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/MO/Springfield/Springfield-MO-65807/987
495,St Joseph Brn- Heartland,5002 Se Highway 169,St Joseph,MO,64507-9602,UNITED STATES,39.72026700663742,-94.77638541,(816) 396-5520,7:30 AM - 4:30 PM,,America/Chicago,Residential roofing; Siding; Commercial roofing; Metal roofing,
940,St. Louis Branch,1441 North Warson Road,St. Louis,MO,63132,UNITED STATES,38.6875655,-90.3960888,(314) 473-1904,7:00 AM - 4:00 PM,,America/Chicago,,https://locations.qxo.com/MO/St-Louis/St-Louis-Missouri-93132/940
356,GULFPORT BRANCH,11573 THREE RIVERS RD.,GULFPORT,MS,39503-3353,UNITED STATES,30.45568505465017,-89.07097163,(228) 678-1306,7:00 AM - 4:00 PM,,America/Chicago,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/MS/Gulfport/Gulfport-MS-39503-356
853,HATTIESBURG BRANCH,75 LIBERTY PLACE,HATTIESBURG,MS,39402,UNITED STATES,31.3120893,-89.4089491,(601) 296-1858,7:00 AM - 4:00 PM,,America/Chicago,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/MI/Hattiesburg/Hattiesburg-MI-39402/853
850,PEARL BRANCH,205 PRIESTER DR.,PEARL,MS,39208,UNITED STATES,32.2853073,-90.1264302,(601) 939-9128,7:00 AM - 4:00 PM,,America/Chicago,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/MS-/Pearl/Pearl-MS--39208/850
358,PEARL BRANCH,203 PRIESTER DR,PEARL,MS,39208-3305,UNITED STATES,32.2853073,-90.1264302,(769) 251-1894,6:30 AM to 4:00 PM,,America/Chicago,,
1805,TUPELO BRANCH,702 N EASON BLVD,TUPELO,MS,38804,UNITED STATES,34.26394004,-88.64915006,(662) 844-2324,,,America/Chicago,Siding; Residential roofing,https://locations.qxo.com/MS/Tupelo/Tupelo-MS-38801/1805
193,Billings Branch,2700 Overland Avenue,Billings,MT,59102,UNITED STATES,45.7492876,-108.5851427,(406) 652-1558,7:30 AM - 4:30 PM,,America/Denver,Residential roofing; Siding; Commercial roofing; Metal roofing,
700,Dieppe Branch,1175 Aviation Avenue,Dieppe,NB,E1A 7P5,CANADA,46.12380478854677,-64.6813679,(506) 317-1724,7:00 AM - 4:00 PM,,,Commercial roofing; Residential roofing; Metal roofing,https://locations.qxo.com/NB/Dieppe/Dieppe-NB-E1A7P5-700
405,Asheville Branch,3020 Sweeten Creek Road,Asheville,NC,28803,UNITED STATES,35.4967577,-82.519756,(828) 687-8787,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/NC/Asheville/Asheville-NC-28803/405
443,Burlington Branch,2303 Hanford Road,Burlington,NC,27215-0000,UNITED STATES,36.060828,-79.43967,(336) 350-7900,7:30 AM - 4:00 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/NC/Burlington/Burlington-NC-27215/443
735,Charlotte - Waterproofing,1314 Atando Ave,Charlotte,NC,28206-2208,UNITED STATES,35.13358865026956,-80.95448564,(704) 401-0015,7:00 AM - 4:30 PM,,America/New_York,Waterproofing,
1408,Charlotte Branch,9333-F Forsyth Park Drive,Charlotte,NC,28273,UNITED STATES,35.13358865026956,-80.95448564,(704) 970-4010,,,America/New_York,Commercial roofing; Metal roofing; Siding; Residential roofing,
442,Charlotte Branch,1600 Westinghouse Blvd.,Charlotte,NC,28273-6327,UNITED STATES,35.125375,-80.934425,(704) 332-8440,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/NC/Charlotte/Charlotte-NC-28273/442
402,Charlotte Branch,5945 Harris Technology Blvd.,Charlotte,NC,28269,UNITED STATES,35.3370445,-80.8370004,(704) 596-8866,7:00 AM - 4:00 PM,,America/New_York,Commercial roofing; Residential roofing; Siding; Metal roofing,
458,Concord Branch,800 Florence Street,Concord,NC,28027-5947,UNITED STATES,35.4256188,-80.6075397,(704) 706-6076,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Commercial roofing; Metal roofing,
268,Durham Branch,526 United Drive,Durham,NC,27713-1476,UNITED STATES,35.93674411483844,-78.90517087,(984) 278-5672,7:00 AM - 4:30 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/NC/Durham/Durham-NC-27713-268
424,GREENSBORO EAST BRANCH,2307 SOABAR ST,GREENSBORO,NC,27406,UNITED STATES,36.04005711798079,-79.7960622,(336) 274-7300,7:30 AM - 4:00 PM,,America/New_York,Residential roofing; Siding; Commercial roofing; Metal roofing,https://locations.qxo.com/NC/Greensboro/Greensboro-NC-27406/424
403,GREENSBORO BRANCH,7614 BOEING DRIVE,GREENSBORO,NC,27409,UNITED STATES,36.082885,-79.9469975,(336) 668-9700,7:00 AM - 4:00 PM,,America/New_York,Residential roofing; Commercial roofing; Siding; Metal roofing,https://locations.qxo.com/NC/Greensboro/Greensboro-NC-27409/403
1407,Garner Branch,3826 Generosity Court,Garner,NC,27529,UNITED STATES,35.72306955,-78.57742858,(919) 662-0300,,,America/New_York,Commercial roofing; Metal roofing; Siding; Residential roofing,
